PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,
PR5615,FAB0-2FF2,08-01-2022,2,1,3,3,2,4,4,3,
PR5616,8EF9-CECD,08-01-2022,4,3,3,3,1,3,4,3,
PR5617,774E-685D,09-01-2022,3,2,5,1,1,2,3,2,
PR5618,9937-CDF7,09-01-2022,4,4,4,3,0,4,4,3,
PR5619,7839-CA12,10-01-2022,4,2,4,3,3,4,3,3,
PR562,4F28-CFAF,15-03-2015,5,3,3,2,0,2,5,4,
PR5620,EB66-D679,10-01-2022,3,4,3,3,2,3,5,5,
PR5621,9591-C955,10-01-2022,5,3,2,1,0,3,5,5,
PR5622,576B-6628,10-01-2022,4,2,2,1,1,5,5,5,
PR5623,F58A-302D,11-01-2022,3,4,5,1,2,4,5,5,
PR5624,12F7-BCBB,12-01-2022,5,2,3,2,1,4,4,4,
PR5625,D045-B6CA,12-01-2022,3,4,3,3,1,2,4,4,
PR5626,B340-5AD2,12-01-2022,3,3,3,1,0,4,5,5,
PR5627,CDAC-40FE,12-01-2022,4,4,3,1,1,3,5,4,
PR5628,FF14-A43E,13-01-2022,3,4,2,3,0,4,4,3,
PR5629,3992-22AD,13-01-2022,3,2,5,1,0,2,5,4,
PR563,7C80-94E0,15-03-2015,4,3,2,3,2,4,4,4,
PR5630,BD94-98E0,13-01-2022,4,5,2,1,1,4,3,2,
PR5631,02DA-7A72,14-01-2022,4,2,2,2,0,3,3,2,
PR5632,28EA-A010,14-01-2022,3,3,4,3,1,2,4,3,
PR5633,CBB3-0D7E,14-01-2022,3,4,3,3,0,5,3,2,
PR5634,C330-DAF4,14-01-2022,4,2,4,3,0,4,5,4,
PR5635,63B8-CCC0,14-01-2022,5,5,3,3,2,5,4,3,
PR5636,79D0-C935,14-01-2022,5,4,4,3,0,5,3,3,
PR5637,2796-828F,14-01-2022,5,5,5,2,0,2,5,5,
PR5638,B48C-47D0,15-01-2022,3,3,5,2,1,4,3,2,
PR5639,6DEB-F440,15-01-2022,3,3,2,3,2,4,4,3,
PR564,8233-2483,15-03-2015,4,4,5,3,1,2,4,3,
PR5640,EDC5-6FB7,15-01-2022,4,4,4,3,2,4,5,5,
PR5641,32AE-C02F,16-01-2022,2,1,2,3,3,1,3,3,
PR5642,8A6B-AD5C,16-01-2022,2,4,2,2,2,2,3,2,
PR5643,8D34-EBDF,16-01-2022,2,4,2,2,0,1,3,2,
PR5644,6BAB-8D77,16-01-2022,3,2,1,2,0,1,5,4,
PR5645,7F24-55A3,16-01-2022,4,2,2,1,2,3,3,2,
PR5646,6FE1-C8A8,17-01-2022,4,3,5,1,0,3,5,4,
PR5647,EB8F-204D,17-01-2022,3,3,5,1,2,4,5,4,
PR5648,D921-AC35,17-01-2022,3,3,2,3,2,2,3,2,
PR5649,6A8B-EC82,17-01-2022,4,3,5,2,0,4,4,3,
PR565,8A5B-3D6E,16-03-2015,3,3,5,1,2,3,3,3,
PR5650,3B2D-9E60,17-01-2022,4,5,2,3,1,4,3,2,
PR5651,606E-A262,18-01-2022,4,4,3,2,1,5,4,3,
PR5652,2374-7581,18-01-2022,5,5,3,2,1,2,4,3,
PR5653,D3EB-610D,18-01-2022,5,2,4,3,0,5,4,3,
PR5654,74B4-CB7A,18-01-2022,3,2,2,3,1,5,5,5,
PR5655,05B0-755F,19-01-2022,3,3,5,1,0,5,4,4,
PR5656,C1E8-5AAB,19-01-2022,5,3,3,2,1,4,5,4,
PR5657,FB4B-067E,19-01-2022,3,2,5,3,2,5,4,4,
PR5658,45D2-369E,20-01-2022,4,5,2,3,3,2,5,5,
PR5659,7F1C-20B8,20-01-2022,5,3,4,2,1,4,5,5,
PR566,4500-37EB,17-03-2015,5,3,3,1,1,3,3,3,
PR5660,F98B-61B3,20-01-2022,3,3,5,3,0,5,3,3,
PR5661,D4D5-27FB,21-01-2022,4,2,2,3,0,4,5,5,
PR5662,9C71-61AE,21-01-2022,3,4,5,2,2,5,5,4,
PR5663,8AAD-FAFB,22-01-2022,3,5,4,1,2,2,4,4,
PR5664,20BA-5868,22-01-2022,3,3,5,1,2,2,5,5,
PR5665,45D7-5C8A,23-01-2022,4,4,2,3,0,3,5,5,
PR5666,AB03-8820,23-01-2022,4,4,2,1,1,5,5,5,
PR5667,E1FE-67B5,23-01-2022,5,4,3,3,0,3,4,3,
PR5668,B4E1-4A3E,24-01-2022,3,3,4,2,0,2,5,5,
PR5669,618D-7685,25-01-2022,1,2,3,2,1,2,4,3,
PR567,528C-3E0D,17-03-2015,4,4,4,2,1,2,5,5,
PR5670,FBED-F86B,25-01-2022,2,3,3,1,0,2,3,3,
PR5671,4049-CF88,25-01-2022,1,4,3,3,1,1,3,2,
PR5672,81C2-E188,26-01-2022,2,2,1,3,0,3,5,5,
PR5673,5A0B-7F31,27-01-2022,3,5,2,3,0,2,4,4,
PR5674,E4F4-11B9,27-01-2022,4,4,2,2,1,2,5,5,
PR5675,B303-8962,27-01-2022,4,4,2,2,0,3,4,3,
PR5676,B56D-46CE,27-01-2022,5,4,3,2,0,5,5,4,
PR5677,98EE-8547,28-01-2022,4,3,3,2,0,3,4,4,
PR5678,041A-31B0,28-01-2022,4,2,4,2,0,5,3,2,
PR5679,257B-8130,28-01-2022,3,4,4,1,3,4,4,3,
PR568,D077-169C,18-03-2015,4,4,4,1,0,3,5,5,
PR5680,7279-6591,29-01-2022,5,4,2,3,0,5,4,3,
PR5681,EEFC-DEC7,29-01-2022,3,2,2,3,1,3,4,3,
PR5682,2E7B-43F0,29-01-2022,4,4,3,3,0,4,5,4,
PR5683,4F22-FF67,29-01-2022,4,2,5,2,0,5,5,5,
PR5684,1180-BEC9,30-01-2022,4,2,4,1,1,3,4,4,
PR5685,B50B-5A18,31-01-2022,3,2,2,3,1,3,5,4,
PR5686,E099-3FCC,31-01-2022,4,4,1,3,1,4,5,4,
PR5687,0B19-EFB2,31-01-2022,4,4,1,2,0,3,4,4,
PR5688,3182-7F44,31-01-2022,3,3,3,1,0,2,5,5,
PR5689,B0B9-19C6,31-01-2022,5,5,5,3,0,4,3,3,
PR569,9727-BC84,19-03-2015,5,4,2,2,2,2,5,4,
PR5690,8CF6-3079,01-02-2022,5,4,3,3,1,2,4,3,
PR5691,D7EE-56FC,01-02-2022,3,3,3,1,1,2,4,4,
PR5692,1F12-DDDA,01-02-2022,5,2,2,2,0,4,3,2,
PR5693,9658-7750,01-02-2022,3,5,4,1,0,5,3,2,
PR5694,B0C3-E578,01-02-2022,3,2,5,2,3,4,4,3,
PR5695,5F06-D3F6,01-02-2022,5,2,4,3,1,4,3,2,
PR5696,62A3-DEA7,02-02-2022,5,4,3,2,1,5,5,4,
PR5697,586E-5C14,02-02-2022,4,3,2,1,0,3,5,5,
PR5698,A885-BF42,02-02-2022,3,1,2,1,0,1,5,5,
PR5699,EF95-30A5,02-02-2022,3,4,3,3,1,4,5,5,
PR57,5237-1B85,22-02-2013,4,2,5,1,2,2,3,3,
PR570,DA8E-9496,19-03-2015,4,3,5,1,0,4,5,5,
PR5700,8EE9-E86D,03-02-2022,4,1,3,1,1,1,4,4,
PR5701,F3CD-9B5B,03-02-2022,3,4,3,1,1,3,5,4,
PR5702,AD0D-E79F,03-02-2022,5,4,2,1,1,4,3,2,
PR5703,D8B3-30D2,03-02-2022,4,4,5,3,1,4,5,5,
PR5704,B975-943A,03-02-2022,3,2,4,2,2,4,4,4,
PR5705,C250-AF15,03-02-2022,4,2,3,1,2,4,3,3,
PR5706,B122-D3D2,03-02-2022,4,4,5,2,1,4,5,5,
PR5707,45A4-C1D0,03-02-2022,5,5,2,1,1,3,3,3,
PR5708,DB6B-88DA,03-02-2022,5,5,4,3,0,2,4,4,
PR5709,151D-1FF2,04-02-2022,3,4,5,2,0,3,3,2,
PR571,DEC5-9319,19-03-2015,5,5,2,3,0,2,3,3,
PR5710,5476-CA0D,04-02-2022,5,4,3,1,2,5,3,3,
PR5711,D696-9D82,04-02-2022,3,5,2,2,1,2,3,2,
PR5712,1453-D3D8,05-02-2022,4,2,3,3,2,3,4,4,
PR5713,5AD2-3B02,05-02-2022,3,4,5,1,0,3,5,5,
PR5714,3DCC-7FA4,06-02-2022,5,2,5,2,0,4,4,4,
PR5715,56FC-5C6E,06-02-2022,3,4,2,2,1,3,5,4,
PR5716,C96F-0F3B,07-02-2022,3,2,5,3,1,4,5,5,
PR5717,EE39-C8F2,07-02-2022,3,4,2,2,0,2,5,5,
PR5718,DF63-0D3C,07-02-2022,5,2,2,2,3,4,4,3,
PR5719,B995-E5CE,07-02-2022,5,5,2,2,0,4,4,3,
PR572,88B8-EB84,20-03-2015,3,4,5,1,1,5,4,4,
PR5720,9DFE-1FD5,08-02-2022,5,5,2,2,0,3,5,5,
PR5721,0D1B-DEC2,09-02-2022,5,4,3,1,1,4,5,4,
PR5722,B407-ABCA,09-02-2022,4,3,3,1,0,4,3,3,
PR5723,5818-560C,09-02-2022,3,4,3,1,1,4,4,3,
PR5724,DB6C-3B2F,10-02-2022,3,3,5,1,1,2,5,4,
PR5725,8ED3-4377,10-02-2022,5,3,4,2,0,2,3,3,
PR5726,279C-7342,11-02-2022,3,2,4,1,1,4,4,4,
PR5727,83FD-F920,11-02-2022,5,4,3,2,1,4,4,4,
PR5728,B2D6-A355,11-02-2022,5,2,3,3,0,2,4,4,
PR5729,7D2D-3831,11-02-2022,4,2,2,1,1,5,4,4,
PR573,E1B4-9AA1,23-03-2015,4,4,4,2,2,4,5,4,
PR5730,626A-9377,12-02-2022,4,3,5,1,3,2,4,4,
PR5731,0CF8-1EBD,12-02-2022,3,3,2,3,1,2,3,3,
PR5732,388D-DB68,12-02-2022,5,5,5,2,0,4,5,5,
PR5733,6828-1F30,12-02-2022,3,5,2,3,2,3,4,4,
PR5734,AE73-B863,12-02-2022,3,4,2,2,0,5,5,5,
PR5735,0DBC-596E,13-02-2022,5,2,2,2,1,4,5,5,
PR5736,55B1-3712,13-02-2022,4,2,2,3,2,4,4,3,
PR5737,5A04-0EB4,14-02-2022,5,5,4,1,0,2,3,2,
PR5738,97F4-0B14,14-02-2022,4,3,5,1,0,3,4,4,
PR5739,F1B6-31B7,14-02-2022,4,4,5,2,1,4,5,5,
PR574,3CD6-5587,24-03-2015,3,5,2,1,1,4,5,5,
PR5740,C8FA-B6FE,14-02-2022,4,4,5,2,3,5,4,3,
PR5741,3261-373A,15-02-2022,4,2,4,2,1,4,5,4,
PR5742,5021-95FC,16-02-2022,5,5,5,2,1,2,4,3,
PR5743,B97B-73D7,16-02-2022,5,5,2,1,0,2,4,4,
PR5744,D351-C7E4,16-02-2022,4,4,2,3,0,5,5,5,
PR5745,EEA0-C109,16-02-2022,4,4,5,3,1,2,5,5,
PR5746,55DC-C0F0,18-02-2022,5,3,3,3,2,3,4,3,
PR5747,2219-56CA,19-02-2022,3,3,3,3,2,5,5,4,
PR5748,8FB2-4CE0,19-02-2022,5,2,3,3,2,5,5,5,
PR5749,B437-FCF8,19-02-2022,3,2,4,2,3,2,4,4,
PR575,BAFA-86DF,24-03-2015,4,5,2,3,0,5,4,4,
PR5750,2D04-D0A5,19-02-2022,3,3,3,1,0,2,5,5,
PR5751,5237-1B85,20-02-2022,4,4,5,1,1,3,4,4,
PR5752,F968-671C,20-02-2022,4,3,3,3,3,5,4,4,
PR5753,F997-FE6C,20-02-2022,4,5,3,2,0,5,4,3,
PR5754,CED0-8D31,20-02-2022,3,3,3,1,1,3,4,4,
PR5755,E210-F193,20-02-2022,4,5,2,2,1,4,4,3,
PR5756,5B08-EF96,21-02-2022,4,2,3,3,3,2,5,5,
PR5757,E348-E12B,21-02-2022,5,3,5,3,0,2,3,2,
PR5758,8ACE-C5CE,21-02-2022,3,4,4,2,0,4,5,4,
PR5759,C6A8-4E8A,21-02-2022,5,4,2,3,2,3,5,5,
PR576,C6D7-A568,24-03-2015,5,3,2,3,2,2,4,3,
PR5760,63DA-AA21,22-02-2022,3,3,2,2,0,5,5,5,
PR5761,7DA1-A202,22-02-2022,4,4,2,2,2,5,3,2,
PR5762,2E25-987F,22-02-2022,5,4,4,2,0,5,4,3,
PR5763,200B-1979,23-02-2022,3,4,5,3,2,2,3,2,
PR5764,C016-FA12,24-02-2022,3,2,5,3,0,4,5,5,
PR5765,7816-BF57,24-02-2022,5,5,4,1,2,5,4,3,
PR5766,D6D2-184B,24-02-2022,3,3,2,3,2,3,5,4,
PR5767,DB54-E47D,24-02-2022,3,2,4,2,2,2,5,5,
PR5768,3560-C117,25-02-2022,4,5,2,3,0,3,3,2,
PR5769,1914-B934,25-02-2022,5,5,3,3,0,2,3,2,
PR577,5160-53BD,25-03-2015,3,5,5,2,1,3,3,2,
PR5770,596B-33F4,26-02-2022,4,3,3,2,0,2,5,5,
PR5771,E7A6-33A3,26-02-2022,5,2,3,1,1,4,5,4,
PR5772,0CFA-28A3,26-02-2022,5,4,3,1,1,2,3,3,
PR5773,00D4-DD53,27-02-2022,3,4,5,3,0,3,4,4,
PR5774,7749-B277,27-02-2022,4,5,2,3,1,3,5,5,
PR5775,7823-0217,27-02-2022,4,2,4,3,1,4,4,3,
PR5776,6E7B-D50D,27-02-2022,3,3,4,2,1,2,4,3,
PR5777,82B4-8569,27-02-2022,3,3,5,3,1,4,4,3,
PR5778,17AD-99F5,28-02-2022,3,5,4,2,1,2,4,3,
PR5779,CC8A-0B1F,28-02-2022,3,4,3,2,1,3,5,5,
PR578,81FF-8D6C,25-03-2015,5,3,5,2,2,2,3,2,
PR5780,DE22-FB63,28-02-2022,5,4,2,3,0,2,3,2,
PR5781,A366-C17A,28-02-2022,5,4,2,2,0,5,4,3,
PR5782,6EDB-94B7,28-02-2022,5,2,2,1,1,5,3,3,
PR5783,93B1-6510,28-02-2022,3,5,3,1,1,4,5,5,
PR5784,E2A0-930A,28-02-2022,5,2,5,2,1,2,4,3,
PR5785,EACC-D1F6,01-03-2022,2,3,4,2,2,1,3,3,
PR5786,21B3-8491,01-03-2022,4,3,2,2,1,4,5,5,
PR5787,ABB5-0B95,01-03-2022,4,3,4,1,2,4,3,3,
PR5788,BC43-E62B,01-03-2022,3,3,2,1,0,2,4,3,
PR5789,C57E-6E4F,02-03-2022,3,3,3,2,0,2,3,3,
PR579,84E7-02D4,26-03-2015,3,3,5,2,2,5,3,2,
PR5790,CC2F-670E,02-03-2022,3,3,5,1,0,4,3,2,
PR5791,FD0B-7B0A,02-03-2022,5,5,2,3,0,2,5,4,
PR5792,0322-D46B,02-03-2022,3,4,5,2,2,2,4,3,
PR5793,03D3-AA88,02-03-2022,4,5,5,2,0,3,3,2,
PR5794,06B9-B79D,03-03-2022,3,4,5,1,1,4,4,4,
PR5795,5AA7-C7BA,03-03-2022,3,3,2,2,1,5,3,3,
PR5796,70CB-4A9B,03-03-2022,3,5,2,2,0,4,5,4,
PR5797,3F5B-6277,03-03-2022,5,2,5,1,2,2,5,5,
PR5798,9ED3-ED64,03-03-2022,5,4,4,1,0,3,5,5,
PR5799,1054-9C3B,04-03-2022,4,3,3,1,0,5,5,4,
PR58,F968-671C,22-02-2013,5,3,2,2,1,4,4,3,
PR580,6010-A052,26-03-2015,4,2,2,2,0,5,4,4,
PR5800,155B-42BE,04-03-2022,5,3,2,2,0,3,4,3,
PR5801,5222-EBE1,04-03-2022,4,3,5,2,2,4,4,4,
PR5802,B1EC-849B,04-03-2022,4,4,4,1,2,4,3,2,
PR5803,468A-E249,04-03-2022,4,5,5,3,1,5,5,5,
PR5804,36E1-3DDF,04-03-2022,4,5,4,2,1,5,4,3,
PR5805,8567-5B27,05-03-2022,3,2,4,2,3,5,4,4,
PR5806,D970-9F5E,05-03-2022,4,3,5,3,1,2,4,4,
PR5807,EAB1-2EB2,05-03-2022,4,5,3,1,0,2,5,4,
PR5808,ACD5-5FA2,05-03-2022,3,5,3,2,0,3,3,3,
PR5809,E7F5-0AD1,05-03-2022,3,5,4,2,2,5,5,5,
PR581,6176-3BEE,28-03-2015,5,5,4,3,1,3,3,3,
PR5810,ABC2-0036,05-03-2022,3,3,5,3,0,3,4,3,
PR5811,7EE7-2C43,06-03-2022,3,4,5,2,0,5,4,3,
PR5812,D954-6402,06-03-2022,5,3,4,1,0,5,5,4,
PR5813,E3B6-49F8,06-03-2022,3,2,5,3,1,5,5,4,
PR5814,5F5B-83B1,06-03-2022,5,5,5,1,1,2,5,4,
PR5815,54D0-5A71,06-03-2022,3,3,2,3,1,4,3,2,
PR5816,D86B-2E5E,07-03-2022,3,4,4,1,1,5,3,3,
PR5817,4B6E-3C21,08-03-2022,4,5,5,2,0,3,5,5,
PR5818,40A9-8EB0,08-03-2022,5,3,4,1,1,4,3,2,
PR5819,0C23-26DD,08-03-2022,3,2,5,2,0,2,3,2,
PR582,47A0-559B,28-03-2015,5,4,3,1,1,2,5,5,
PR5820,1BCC-100B,08-03-2022,5,4,5,2,0,5,3,3,
PR5821,B005-602F,09-03-2022,5,3,5,1,1,5,4,3,
PR5822,F72B-49FF,09-03-2022,5,3,4,3,0,2,4,4,
PR5823,A161-29FC,09-03-2022,3,5,2,3,2,3,3,2,
PR5824,1E20-2FFF,09-03-2022,3,5,5,1,2,2,5,4,
PR5825,4A0E-9958,10-03-2022,4,5,5,2,1,3,5,5,
PR5826,CFE3-312D,10-03-2022,3,2,2,1,3,3,5,4,
PR5827,34FB-D8F3,10-03-2022,5,2,4,3,1,3,3,3,
PR5828,5795-08D3,11-03-2022,4,2,3,3,1,4,5,4,
PR5829,68FB-06A7,12-03-2022,5,3,2,2,0,5,3,3,
PR583,9AAB-DCD0,29-03-2015,5,4,3,1,0,2,4,3,
PR5830,56A5-271B,12-03-2022,5,4,2,2,2,2,4,3,
PR5831,B3FE-D332,12-03-2022,5,2,4,3,1,5,3,2,
PR5832,4F28-CFAF,13-03-2022,3,4,5,1,2,3,5,5,
PR5833,7C80-94E0,13-03-2022,4,3,2,1,0,5,5,5,
PR5834,8233-2483,13-03-2022,4,3,3,2,0,2,4,4,
PR5835,5F4E-EE5A,13-03-2022,4,3,3,1,1,2,3,3,
PR5836,3C31-30CB,13-03-2022,3,2,2,3,1,5,5,5,
PR5837,A7BB-F5A7,14-03-2022,4,3,1,3,2,1,3,3,
PR5838,D383-714B,14-03-2022,3,4,1,2,0,2,3,2,
PR5839,4500-37EB,15-03-2022,2,4,3,2,0,4,4,3,
PR584,00E4-3D60,30-03-2015,3,2,4,1,0,5,4,4,
PR5840,528C-3E0D,15-03-2022,2,4,3,3,0,2,4,4,
PR5841,D077-169C,16-03-2022,5,3,5,1,1,3,5,5,
PR5842,B44E-8AEE,16-03-2022,4,5,2,1,1,5,3,2,
PR5843,5381-86E4,16-03-2022,3,3,4,2,1,5,5,4,
PR5844,9727-BC84,17-03-2022,5,3,4,2,1,4,5,5,
PR5845,DA8E-9496,17-03-2022,3,2,4,3,0,3,3,3,
PR5846,DEC5-9319,17-03-2022,4,3,4,3,0,2,3,3,
PR5847,3F3F-E438,17-03-2022,5,5,2,2,2,4,3,2,
PR5848,88B8-EB84,18-03-2022,5,5,2,1,0,3,5,4,
PR5849,9C57-828C,18-03-2022,5,3,5,3,1,4,3,3,
PR585,03C5-51AD,31-03-2015,5,3,2,1,0,4,3,3,
PR5850,7961-A93B,18-03-2022,3,2,5,1,1,4,4,3,
PR5851,284C-8CB0,19-03-2022,4,5,4,1,0,4,3,3,
PR5852,59F5-F57D,20-03-2022,3,4,4,2,2,4,4,3,
PR5853,25F5-0EAF,20-03-2022,4,5,2,2,1,3,3,3,
PR5854,40CC-6231,20-03-2022,4,3,2,2,1,2,5,5,
PR5855,8F38-A4DD,20-03-2022,3,4,3,3,1,5,4,4,
PR5856,E1B4-9AA1,21-03-2022,3,5,5,1,1,2,5,4,
PR5857,CCE7-36ED,21-03-2022,4,3,2,3,1,3,3,3,
PR5858,E399-E4F6,21-03-2022,4,3,2,1,3,2,5,5,
PR5859,3CD6-5587,22-03-2022,2,4,1,2,2,4,3,2,
PR586,A807-DE5D,31-03-2015,5,3,3,3,1,2,4,3,
PR5860,BAFA-86DF,22-03-2022,2,4,2,3,0,2,5,5,
PR5861,C6D7-A568,22-03-2022,4,2,4,1,1,3,5,4,
PR5862,4862-E40F,22-03-2022,3,4,2,1,1,3,4,3,
PR5863,1368-8327,22-03-2022,4,5,2,3,0,2,4,3,
PR5864,6957-5180,22-03-2022,5,5,2,3,1,5,4,3,
PR5865,5160-53BD,23-03-2022,5,4,3,2,2,5,4,4,
PR5866,81FF-8D6C,23-03-2022,5,3,3,2,3,4,4,3,
PR5867,0846-2064,23-03-2022,3,4,4,1,0,3,3,2,
PR5868,78C8-02B8,23-03-2022,4,4,4,3,2,4,5,4,
PR5869,84E7-02D4,24-03-2022,5,3,4,2,0,5,5,5,
PR587,DD04-BDF8,31-03-2015,4,3,4,3,2,4,5,5,
PR5870,6010-A052,24-03-2022,4,3,5,1,1,5,3,2,
PR5871,5634-9D10,24-03-2022,3,3,3,2,0,4,3,2,
PR5872,E6F7-EF68,24-03-2022,3,5,3,1,0,2,3,3,
PR5873,5F2E-A68B,25-03-2022,4,5,4,3,0,4,5,5,
PR5874,E442-1FEE,25-03-2022,3,5,5,3,0,2,4,3,
PR5875,4FAC-96CB,25-03-2022,5,4,5,1,2,2,3,2,
PR5876,4FBA-4591,25-03-2022,3,5,4,2,0,5,5,5,
PR5877,86C5-8987,25-03-2022,3,1,4,3,1,3,3,2,
PR5878,6176-3BEE,26-03-2022,4,1,2,2,0,2,4,4,
PR5879,47A0-559B,26-03-2022,1,4,3,2,2,3,3,3,
PR588,8FD9-AA59,01-04-2015,4,4,2,3,0,2,5,4,
PR5880,A954-6310,26-03-2022,3,5,2,1,3,2,5,4,
PR5881,C525-8BB9,26-03-2022,5,4,3,1,0,3,5,4,
PR5882,9671-222C,26-03-2022,4,5,5,1,0,5,4,4,
PR5883,9AAB-DCD0,27-03-2022,4,5,5,1,0,5,5,4,
PR5884,9412-7AA6,27-03-2022,4,3,4,1,1,2,3,3,
PR5885,184D-06FF,27-03-2022,3,3,2,2,1,3,3,3,
PR5886,B0C2-0E3D,27-03-2022,1,2,1,1,0,4,5,4,
PR5887,00E4-3D60,28-03-2022,1,2,2,3,0,2,4,4,
PR5888,DD1E-583D,28-03-2022,1,2,2,2,1,2,5,4,
PR5889,7B30-BAC8,28-03-2022,4,5,2,1,3,4,3,3,
PR589,1A6D-AF5D,02-04-2015,5,3,2,1,0,2,5,5,
PR5890,03C5-51AD,29-03-2022,5,4,4,3,1,4,3,2,
PR5891,8BCA-723F,29-03-2022,4,4,5,3,0,5,5,5,
PR5892,BFAF-1ED1,29-03-2022,3,4,5,1,0,2,4,4,
PR5893,8FD9-AA59,30-03-2022,3,3,4,2,3,3,3,2,
PR5894,86E2-73D1,30-03-2022,3,5,4,1,1,4,4,3,
PR5895,C520-6F2B,30-03-2022,3,4,4,1,0,2,4,3,
PR5896,A53B-DF3C,30-03-2022,5,5,2,3,0,5,3,2,
PR5897,D933-AAC4,30-03-2022,4,5,4,1,2,3,4,3,
PR5898,46C8-1E24,30-03-2022,4,3,4,1,2,2,4,3,
PR5899,A105-470B,31-03-2022,5,2,3,2,3,4,4,3,
PR59,C016-FA12,26-02-2013,4,4,3,2,1,2,5,4,
PR590,E071-137E,02-04-2015,4,2,2,1,0,4,3,2,
PR5900,0210-E0D8,01-04-2022,3,3,3,3,3,5,3,3,
PR5901,07B2-D67A,01-04-2022,4,4,3,2,1,4,5,4,
PR5902,819A-2C9C,01-04-2022,4,4,5,2,1,2,4,4,
PR5903,2D85-ABDD,01-04-2022,5,2,3,1,2,4,4,4,
PR5904,B6EC-313E,02-04-2022,5,3,5,1,0,2,5,4,
PR5905,05F0-6F7B,02-04-2022,5,3,2,1,0,4,5,5,
PR5906,1424-0B0C,02-04-2022,4,5,4,1,1,2,3,3,
PR5907,D4DF-162F,02-04-2022,5,3,4,3,1,5,3,3,
PR5908,6653-BD41,03-04-2022,4,4,3,2,0,4,4,3,
PR5909,B49A-7D79,03-04-2022,5,3,2,1,1,2,3,3,
PR591,0210-E0D8,03-04-2015,4,4,4,2,1,2,3,2,
PR5910,20CA-404E,03-04-2022,3,4,3,3,1,2,5,5,
PR5911,0D8F-C0F3,04-04-2022,4,2,4,1,0,2,3,3,
PR5912,1799-5B3F,04-04-2022,3,3,4,1,1,4,3,2,
PR5913,3B11-DF28,04-04-2022,4,1,1,2,1,3,5,4,
PR5914,C95C-CE06,04-04-2022,3,1,4,2,0,4,5,5,
PR5915,076F-8AA3,05-04-2022,1,4,3,3,0,4,4,4,
PR5916,EDF2-2659,05-04-2022,3,4,5,3,3,4,3,2,
PR5917,676C-C884,05-04-2022,3,5,4,2,1,2,4,3,
PR5918,95D7-1CE9,07-04-2022,4,5,3,3,0,4,4,3,
PR5919,2BD8-20A6,07-04-2022,3,2,3,1,1,3,3,3,
PR592,07B2-D67A,03-04-2015,5,3,5,3,0,4,3,2,
PR5920,B013-7D0C,08-04-2022,5,3,3,2,2,4,5,5,
PR5921,531D-788E,08-04-2022,3,2,3,1,0,3,3,3,
PR5922,8EA4-9179,08-04-2022,4,3,4,2,1,4,4,3,
PR5923,61E2-6540,08-04-2022,4,2,2,1,2,3,3,2,
PR5924,6B7D-82DB,08-04-2022,4,5,2,3,0,2,4,3,
PR5925,AEDB-BB62,09-04-2022,4,2,2,2,1,4,5,5,
PR5926,F430-0404,09-04-2022,3,4,3,1,1,5,4,4,
PR5927,8733-BC3C,09-04-2022,4,3,4,1,1,5,3,2,
PR5928,0BAF-7454,09-04-2022,4,3,3,3,2,2,3,2,
PR5929,152E-8DB1,10-04-2022,3,2,3,3,0,1,3,3,
PR593,B6EC-313E,04-04-2015,4,4,5,1,0,2,4,4,
PR5930,1A7C-19DB,10-04-2022,3,2,3,2,1,3,5,4,
PR5931,489B-14EC,10-04-2022,3,5,2,3,1,3,3,2,
PR5932,D7F8-1775,10-04-2022,5,2,2,1,2,3,3,2,
PR5933,9071-14B2,10-04-2022,4,5,5,1,0,2,5,4,
PR5934,52CC-3E9E,11-04-2022,5,3,2,3,1,4,3,2,
PR5935,A531-8159,11-04-2022,5,2,5,2,0,5,4,4,
PR5936,21C8-00EC,11-04-2022,3,5,3,1,1,5,3,2,
PR5937,8373-07C6,11-04-2022,3,3,2,2,1,5,3,3,
PR5938,C5C2-985F,12-04-2022,5,3,2,2,0,2,5,4,
PR5939,CDFB-6A08,12-04-2022,5,3,5,1,1,2,3,3,
PR594,0D8F-C0F3,06-04-2015,4,4,5,3,1,5,5,4,
PR5940,5C03-1009,12-04-2022,3,4,2,2,1,3,5,4,
PR5941,EE91-1A9C,13-04-2022,5,4,2,2,3,5,4,4,
PR5942,7CFC-C4DA,13-04-2022,3,4,5,1,0,3,4,3,
PR5943,CF2F-8CA3,13-04-2022,4,5,2,3,1,5,5,4,
PR5944,AC19-7EE7,14-04-2022,4,2,3,3,1,3,4,3,
PR5945,4B7E-9DE5,14-04-2022,3,3,4,1,0,3,4,4,
PR5946,7A98-768E,15-04-2022,5,2,4,1,1,3,5,5,
PR5947,C3C0-349E,15-04-2022,5,3,4,1,1,4,5,4,
PR5948,96F4-896C,15-04-2022,5,4,5,3,2,3,3,2,
PR5949,B52E-BF41,15-04-2022,4,5,5,3,1,2,5,4,
PR595,1799-5B3F,06-04-2015,5,4,4,3,1,3,3,2,
PR5950,5D69-D350,16-04-2022,3,2,4,2,2,3,4,3,
PR5951,4BE1-4A7B,16-04-2022,3,2,2,2,2,3,5,5,
PR5952,10E9-4C86,16-04-2022,3,3,4,3,0,5,3,2,
PR5953,6661-FA04,16-04-2022,3,2,5,2,1,5,3,3,
